IV00_00051206-RA	-
IV00_00051206-RA	-
IV00_00051206-RA	-
IV00_00051206-RA	GO:0005576(InterPro)|GO:0007585(InterPro)
IV00_00051206-RA	-
IV00_00011594-RA	GO:0006412(InterPro)
IV00_00039667-RA	GO:0007155(InterPro)|GO:0051015(InterPro)
IV00_00039667-RA	GO:0007155(InterPro)|GO:0051015(InterPro)
IV00_00039667-RA	GO:0007155(InterPro)|GO:0045296(InterPro)|GO:0051015(InterPro)
IV00_00039667-RA	GO:0007155(InterPro)|GO:0045296(InterPro)|GO:0051015(InterPro)
IV00_00055545-RA	-
IV00_00055545-RA	-
IV00_00055545-RA	-
IV00_00055545-RA	-
IV00_00051188-RA	GO:0006886(InterPro)|GO:0031267(InterPro)
IV00_00051188-RA	-
IV00_00051188-RA	GO:0006886(InterPro)|GO:0031267(InterPro)
IV00_00051188-RA	GO:0006886(InterPro)|GO:0031267(InterPro)
IV00_00006217-RA	GO:0005515(InterPro)
IV00_00006217-RA	GO:0005515(InterPro)
IV00_00006217-RA	GO:0005515(InterPro)
IV00_00006217-RA	GO:0005515(InterPro)
IV00_00052029-RA	GO:0005509(InterPro)
IV00_00052029-RA	-
IV00_00052029-RA	GO:0005509(InterPro)
IV00_00052029-RA	-
IV00_00052029-RA	GO:0005509(InterPro)
IV00_00052029-RA	-
IV00_00052029-RA	GO:0005509(InterPro)
IV00_00016533-RA	-
IV00_00016533-RA	GO:0005515(InterPro)
IV00_00016533-RA	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
IV00_00016533-RA	GO:0005515(InterPro)
IV00_00016533-RA	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
IV00_00016533-RA	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
IV00_00016533-RA	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
IV00_00016533-RA	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
IV00_00016533-RA	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
IV00_00016533-RA	GO:0005515(InterPro)
IV00_00016533-RA	-
IV00_00016533-RA	-
IV00_00016533-RA	GO:0016020(InterPro)
IV00_00016533-RA	GO:0005515(InterPro)
IV00_00016533-RA	GO:0005515(InterPro)
IV00_00016533-RA	GO:0005515(InterPro)
IV00_00007337-RA	-
IV00_00007337-RA	-
IV00_00036610-RA	-
IV00_00036610-RA	-
IV00_00036610-RA	-
IV00_00036610-RA	-
IV00_00036610-RA	-
IV00_00012264-RA	-
IV00_00012264-RA	-
IV00_00023740-RA	-
IV00_00023740-RA	GO:0003677(InterPro)|GO:0005524(InterPro)|GO:0006259(InterPro)|GO:0008094(InterPro)
IV00_00023740-RA	-
IV00_00023740-RA	-
IV00_00023740-RA	GO:0003677(InterPro)|GO:0005524(InterPro)|GO:0006281(InterPro)|GO:0140664(InterPro)
IV00_00023740-RA	-
IV00_00023740-RA	-
IV00_00023740-RA	-
IV00_00023740-RA	GO:0016887(InterPro)
IV00_00023740-RA	-
IV00_00023740-RA	GO:0000166(InterPro)
IV00_00017177-RA	-
IV00_00017177-RA	-
IV00_00017177-RA	GO:0005515(InterPro)
IV00_00017177-RA	-
IV00_00017177-RA	GO:0005515(InterPro)
IV00_00017177-RA	-
IV00_00017177-RA	-
IV00_00017177-RA	-
IV00_00017177-RA	GO:0005246(InterPro)|GO:0006874(InterPro)
IV00_00042099-RA	-
IV00_00042099-RA	-
IV00_00042099-RA	-
IV00_00042099-RA	-
IV00_00042099-RA	-
IV00_00045569-RA	-
IV00_00045569-RA	GO:0005515(InterPro)
IV00_00045569-RA	GO:0005515(InterPro)
IV00_00045569-RA	GO:0005515(InterPro)
IV00_00045569-RA	GO:0007605(InterPro)|GO:0050953(InterPro)|GO:0050957(InterPro)
IV00_00045569-RA	-
IV00_00045569-RA	-
IV00_00045569-RA	GO:0005515(InterPro)
IV00_00045569-RA	GO:0005515(InterPro)
IV00_00045569-RA	GO:0005515(InterPro)
IV00_00045569-RA	-
IV00_00021067-RA	GO:0007059(InterPro)|GO:0008017(InterPro)|GO:0051301(InterPro)
IV00_00040498-RA	-
IV00_00040498-RA	-
IV00_00040498-RA	-
IV00_00040498-RA	-
IV00_00040498-RA	-
IV00_00008005-RA	-
IV00_00008005-RA	-
IV00_00008005-RA	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
IV00_00008005-RA	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
IV00_00008005-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	GO:0005515(InterPro)
IV00_00039548-RA	GO:0005515(InterPro)
IV00_00039548-RA	-
IV00_00039548-RA	GO:0005515(InterPro)
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	GO:0005515(InterPro)
IV00_00039548-RA	GO:0005515(InterPro)
IV00_00039548-RA	GO:0005515(InterPro)
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	GO:0005515(InterPro)
IV00_00039548-RA	GO:0005515(InterPro)
IV00_00039548-RA	GO:0005515(InterPro)
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00039548-RA	-
IV00_00035890-RA	GO:0003677(InterPro)|GO:0003723(InterPro)|GO:0005634(InterPro)|GO:0006351(InterPro)|GO:0045893(InterPro)
IV00_00004577-RA	-
IV00_00004577-RA	-
IV00_00004577-RA	-
IV00_00022769-RA	-
IV00_00022769-RA	GO:0016409(InterPro)
IV00_00037569-RA	-
IV00_00037569-RA	-
IV00_00037569-RA	-
IV00_00037569-RA	-
IV00_00016844-RA	GO:0006189(InterPro)
IV00_00016844-RA	GO:0006189(InterPro)
IV00_00016844-RA	GO:0004639(InterPro)|GO:0006164(InterPro)
IV00_00016844-RA	-
IV00_00016844-RA	GO:0004639(InterPro)|GO:0006164(InterPro)
IV00_00016844-RA	-
IV00_00016844-RA	-
IV00_00016844-RA	-
IV00_00016844-RA	GO:0006189(InterPro)
IV00_00003082-RA	-
IV00_00003082-RA	-
IV00_00003082-RA	GO:0051287(InterPro)
IV00_00003082-RA	GO:0016616(InterPro)|GO:0051287(InterPro)
IV00_00003082-RA	-
IV00_00003082-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	GO:0005509(InterPro)
IV00_00014265-RA	GO:0008017(InterPro)
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	GO:0005509(InterPro)
IV00_00014265-RA	GO:0005509(InterPro)
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	-
IV00_00014265-RA	GO:0008017(InterPro)
IV00_00014265-RA	GO:0005509(InterPro)
